employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
22381,Procurement,region_29,Bachelor's,m,other,1,30,1,6,0,70,no_promoted
48506,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,51,3,17,0,47,no_promoted
22199,Operations,region_2,Bachelor's,m,sourcing,1,47,4,9,0,60,no_promoted
75950,Technology,region_2,Bachelor's,f,other,1,47,3,4,0,79,no_promoted
3934,Sales & Marketing,region_17,Master's & above,m,sourcing,1,48,1,17,1,48,no_promoted
22487,Operations,region_4,Bachelor's,f,sourcing,1,27,1,4,0,57,no_promoted
60691,Finance,region_13,Bachelor's,m,other,2,28,,1,0,58,no_promoted
58595,HR,region_13,Bachelor's,f,sourcing,1,31,2,6,0,49,no_promoted
21577,Procurement,region_5,Bachelor's,f,other,2,28,,1,0,67,no_promoted
65936,Technology,region_4,Master's & above,f,other,1,34,3,3,0,80,no_promoted
78263,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,3,6,1,44,promoted
6024,Analytics,region_28,,m,other,1,27,3,1,0,82,no_promoted
41728,Sales & Marketing,region_33,Bachelor's,f,other,1,32,3,4,0,49,no_promoted
32547,Sales & Marketing,region_22,,m,sourcing,1,26,3,2,0,51,no_promoted
74925,Analytics,region_34,Bachelor's,m,sourcing,1,30,3,5,0,84,no_promoted
51259,Sales & Marketing,region_7,Master's & above,m,other,3,39,3,9,0,53,no_promoted
12558,Analytics,region_2,Bachelor's,m,sourcing,1,31,3,4,0,87,no_promoted
922,Sales & Marketing,region_13,Master's & above,m,other,1,44,5,3,0,43,no_promoted
17545,Technology,region_22,Master's & above,m,sourcing,1,48,3,18,0,80,no_promoted
73699,HR,region_2,Master's & above,f,sourcing,1,53,3,18,0,46,no_promoted
25665,Finance,region_29,Bachelor's,m,sourcing,1,30,4,4,0,62,no_promoted
15339,Technology,region_2,Bachelor's,m,other,1,38,1,12,0,81,no_promoted
39961,Analytics,region_30,Bachelor's,m,sourcing,1,33,3,5,0,89,no_promoted
11375,Sales & Marketing,region_13,Master's & above,m,sourcing,1,49,5,7,0,49,no_promoted
25495,HR,region_22,Master's & above,f,sourcing,1,42,2,5,0,47,no_promoted
2118,Sales & Marketing,region_7,Bachelor's,m,other,1,35,1,3,0,46,no_promoted
19629,HR,region_15,Master's & above,f,other,1,41,3,4,0,50,no_promoted
56047,HR,region_7,Bachelor's,m,other,1,43,3,2,0,,no_promoted
22317,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,30,5,6,0,44,no_promoted
29415,Technology,region_22,Bachelor's,m,sourcing,1,30,1,4,0,81,no_promoted
72331,Procurement,region_17,Bachelor's,f,sourcing,1,30,3,3,0,71,no_promoted
43927,Procurement,region_26,Bachelor's,m,sourcing,1,30,1,4,0,85,promoted
4742,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,38,5,3,0,63,promoted
7171,Analytics,region_27,Bachelor's,m,other,1,27,4,3,0,83,no_promoted
24162,R&D,region_30,Bachelor's,f,sourcing,1,32,4,3,0,85,no_promoted
63447,Sales & Marketing,region_2,Master's & above,m,sourcing,1,38,5,10,0,42,no_promoted
58119,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,35,4,10,0,47,no_promoted
8520,Procurement,region_22,Bachelor's,m,sourcing,2,31,4,6,0,74,no_promoted
68154,Operations,region_8,Master's & above,m,other,1,37,3,6,0,,no_promoted
64156,Sales & Marketing,region_2,,f,other,1,51,2,24,0,48,no_promoted
37453,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,45,5,5,0,48,no_promoted
26336,HR,region_28,Master's & above,m,other,1,34,3,4,0,48,no_promoted
34969,Legal,region_22,Bachelor's,m,referred,1,29,,1,0,60,no_promoted
62181,Procurement,region_2,Master's & above,m,sourcing,1,57,2,27,0,74,no_promoted
14694,Procurement,region_2,Master's & above,f,other,1,33,3,3,0,74,no_promoted
73869,Procurement,region_2,Bachelor's,m,other,1,48,5,7,0,75,no_promoted
11565,Analytics,region_13,Master's & above,f,other,1,32,4,4,0,82,no_promoted
2371,Analytics,region_31,Bachelor's,m,other,1,30,4,3,0,83,no_promoted
2517,Analytics,region_25,Master's & above,m,other,1,33,5,2,0,82,no_promoted
15675,Procurement,region_2,Master's & above,m,other,2,46,4,5,0,70,no_promoted
51220,HR,region_31,Bachelor's,f,other,1,27,5,4,0,49,no_promoted
70445,Operations,region_2,Bachelor's,f,other,1,55,3,13,0,52,no_promoted
41322,Analytics,region_14,Master's & above,m,other,1,38,4,10,0,80,no_promoted
27032,Sales & Marketing,region_22,Bachelor's,m,other,3,26,1,4,0,52,no_promoted
71314,Operations,region_15,Bachelor's,m,sourcing,2,36,5,6,0,56,no_promoted
1675,Technology,region_14,Bachelor's,f,other,1,34,1,7,0,80,no_promoted
124,Operations,region_22,Master's & above,f,sourcing,2,38,3,12,0,87,promoted
2351,Operations,region_25,Bachelor's,m,sourcing,1,31,5,3,0,58,no_promoted
73229,Procurement,region_17,Bachelor's,m,other,1,40,4,9,0,69,no_promoted
42150,Procurement,region_15,Bachelor's,f,other,1,32,3,5,0,65,no_promoted
14003,Operations,region_2,Master's & above,f,referred,1,35,5,8,0,60,promoted
42206,Technology,region_23,Bachelor's,m,other,2,29,3,4,0,82,no_promoted
67789,Procurement,region_2,Master's & above,f,other,1,38,5,7,0,65,no_promoted
43784,HR,region_2,Bachelor's,f,referred,1,44,5,12,0,49,no_promoted
34873,Operations,region_31,Bachelor's,f,other,1,41,3,11,0,60,no_promoted
35466,Sales & Marketing,region_2,Master's & above,f,other,1,42,4,8,0,50,no_promoted
65095,Sales & Marketing,region_28,Bachelor's,f,other,1,33,3,5,0,51,no_promoted
69811,Procurement,region_4,Bachelor's,m,other,1,40,4,17,0,70,no_promoted
10098,Technology,region_7,Bachelor's,m,sourcing,1,26,3,2,0,80,no_promoted
37860,Sales & Marketing,region_22,Bachelor's,f,other,1,36,3,3,0,46,no_promoted
30858,Operations,region_13,Bachelor's,m,sourcing,1,25,4,2,0,56,no_promoted
76953,Operations,region_27,Bachelor's,m,other,1,35,3,2,0,60,no_promoted
50823,Procurement,region_20,Master's & above,f,other,1,37,4,4,1,67,no_promoted
4662,Analytics,region_22,Bachelor's,f,other,1,31,4,7,0,85,no_promoted
43251,Technology,region_7,Bachelor's,m,sourcing,1,33,2,6,0,79,no_promoted
35161,Procurement,region_2,Master's & above,f,sourcing,2,45,2,15,0,70,no_promoted
15316,Sales & Marketing,region_2,Master's & above,f,other,1,56,2,5,0,46,no_promoted
35941,Analytics,region_30,Master's & above,m,other,2,36,3,6,0,84,no_promoted
26698,Procurement,region_2,Master's & above,f,other,1,50,3,7,0,71,no_promoted
43296,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,27,3,1,0,51,no_promoted
15751,Procurement,region_30,Bachelor's,f,sourcing,1,34,4,10,0,68,no_promoted
12829,Sales & Marketing,region_26,Bachelor's,m,other,3,28,3,4,0,51,no_promoted
57067,Procurement,region_2,Bachelor's,m,sourcing,2,37,3,10,0,72,no_promoted
70308,Procurement,region_31,Bachelor's,m,other,4,29,1,6,0,72,no_promoted
61060,Operations,region_2,Bachelor's,m,sourcing,1,45,3,5,0,58,no_promoted
58457,Operations,region_21,Master's & above,m,other,1,35,3,3,0,,no_promoted
65725,Technology,region_5,Master's & above,f,sourcing,1,34,3,8,0,84,no_promoted
48126,Operations,region_15,Bachelor's,m,other,1,32,5,7,0,58,promoted
51386,Technology,region_31,Master's & above,f,other,1,36,4,3,0,79,no_promoted
11435,Technology,region_13,Bachelor's,m,referred,2,31,4,5,0,79,no_promoted
55475,Operations,region_29,Master's & above,m,sourcing,1,34,1,3,0,60,no_promoted
47943,Sales & Marketing,region_13,Master's & above,m,other,1,35,4,6,0,50,no_promoted
44052,HR,region_10,Master's & above,f,other,1,33,5,8,0,51,no_promoted
67897,Sales & Marketing,region_28,Bachelor's,m,other,1,35,4,7,0,50,no_promoted
35700,HR,region_2,Bachelor's,f,other,1,48,5,12,0,48,no_promoted
45066,Finance,region_7,Bachelor's,f,other,1,24,,1,0,58,no_promoted
7058,R&D,region_26,Bachelor's,m,sourcing,2,26,5,3,0,86,no_promoted
42750,R&D,region_2,Master's & above,m,other,1,46,5,2,0,89,no_promoted
30813,Procurement,region_9,Bachelor's,f,sourcing,2,28,3,4,0,71,no_promoted
45799,Sales & Marketing,region_7,Bachelor's,m,referred,1,33,4,7,0,46,no_promoted
68864,Technology,region_15,Bachelor's,f,sourcing,1,27,4,2,0,76,no_promoted
27835,Sales & Marketing,region_7,,m,other,1,25,3,3,0,48,promoted
50081,Finance,region_15,Bachelor's,f,other,1,32,3,7,0,56,no_promoted
77551,Analytics,region_9,Bachelor's,m,other,1,27,,1,0,88,no_promoted
6997,Procurement,region_14,Bachelor's,f,sourcing,1,29,4,3,0,71,no_promoted
34056,Operations,region_8,Master's & above,m,sourcing,1,34,3,5,0,55,no_promoted
77518,Sales & Marketing,region_23,Bachelor's,m,sourcing,2,29,3,7,0,46,no_promoted
28550,Sales & Marketing,region_2,Bachelor's,m,other,1,33,5,8,0,51,no_promoted
26174,Sales & Marketing,region_2,Bachelor's,m,other,1,27,5,1,0,48,no_promoted
36277,Technology,region_19,Bachelor's,m,other,1,29,3,2,0,81,no_promoted
71513,Finance,region_13,Bachelor's,f,other,1,37,3,8,0,60,no_promoted
53671,Operations,region_22,Bachelor's,f,other,1,39,5,8,0,57,promoted
8487,Sales & Marketing,region_4,Bachelor's,m,other,1,57,2,25,0,54,no_promoted
17681,Sales & Marketing,region_7,Bachelor's,m,other,1,30,4,5,0,65,promoted
18835,Sales & Marketing,region_2,Master's & above,m,other,2,32,3,10,0,50,no_promoted
308,Operations,region_19,Bachelor's,m,sourcing,2,32,1,3,0,60,no_promoted
17512,Procurement,region_2,Master's & above,m,other,1,42,3,13,0,67,no_promoted
28577,HR,region_22,Bachelor's,f,other,1,28,1,2,0,48,no_promoted
67369,Sales & Marketing,region_15,Master's & above,m,other,1,36,4,3,0,65,promoted
26989,Sales & Marketing,region_2,Master's & above,m,sourcing,1,44,3,7,0,53,no_promoted
19955,Sales & Marketing,region_22,Master's & above,m,sourcing,1,41,3,11,0,51,no_promoted
60905,Operations,region_26,Master's & above,m,other,1,53,3,5,0,64,no_promoted
51993,Sales & Marketing,region_7,,m,sourcing,1,25,5,2,0,52,no_promoted
15738,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,2,8,0,48,no_promoted
60672,Operations,region_3,Master's & above,m,other,1,33,3,7,0,56,no_promoted
57938,Sales & Marketing,region_7,Bachelor's,m,other,2,33,4,7,0,46,no_promoted
54184,Technology,region_4,Bachelor's,m,sourcing,1,38,3,5,0,81,no_promoted
35628,Technology,region_2,Master's & above,f,other,2,40,3,10,0,81,no_promoted
8573,Analytics,region_22,Master's & above,m,sourcing,1,39,5,11,0,84,no_promoted
15511,Operations,region_20,Bachelor's,m,sourcing,1,26,4,5,0,59,no_promoted
30645,Operations,region_13,Bachelor's,m,other,1,43,5,5,0,59,no_promoted
33452,Operations,region_11,Bachelor's,m,other,1,29,2,6,0,,no_promoted
39944,Procurement,region_15,Master's & above,m,sourcing,1,35,5,5,0,68,no_promoted
8567,Sales & Marketing,region_2,Bachelor's,m,other,1,53,3,3,0,47,no_promoted
626,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,53,1,5,0,49,no_promoted
17590,Procurement,region_22,Master's & above,m,other,2,37,3,5,0,68,no_promoted
10220,Operations,region_4,Bachelor's,m,sourcing,1,36,3,12,0,70,promoted
31092,Procurement,region_16,Bachelor's,f,other,1,25,,1,0,71,no_promoted
67165,Sales & Marketing,region_2,Bachelor's,m,other,2,27,2,2,0,53,no_promoted
31331,Operations,region_22,Bachelor's,m,other,1,47,5,15,0,60,no_promoted
23706,Sales & Marketing,region_2,Master's & above,f,other,1,44,2,5,0,42,no_promoted
70192,Operations,region_31,Bachelor's,f,sourcing,1,43,4,12,0,51,no_promoted
45990,Operations,region_7,Bachelor's,m,other,1,26,,1,0,56,no_promoted
69359,Analytics,region_28,Master's & above,m,sourcing,2,31,5,5,0,88,no_promoted
57875,Analytics,region_25,Master's & above,m,sourcing,1,32,5,3,0,86,no_promoted
64928,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,42,3,3,0,52,no_promoted
15036,Operations,region_11,Bachelor's,m,sourcing,1,29,3,2,0,59,no_promoted
24228,Finance,region_2,Bachelor's,m,other,1,29,5,6,0,57,no_promoted
11503,Technology,region_2,Bachelor's,f,sourcing,1,29,,1,0,81,no_promoted
77736,Procurement,region_2,Bachelor's,m,other,3,26,,1,0,67,no_promoted
12155,Sales & Marketing,region_7,,m,other,2,25,,1,0,49,no_promoted
36804,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,34,1,3,0,47,no_promoted
36347,Sales & Marketing,region_22,Bachelor's,m,other,3,27,3,5,0,51,no_promoted
72704,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,50,5,18,0,49,no_promoted
56748,Sales & Marketing,region_7,Master's & above,f,other,1,41,5,7,0,48,no_promoted
7524,Operations,region_7,Master's & above,f,other,1,39,3,2,0,62,no_promoted
53755,Analytics,region_22,Bachelor's,m,sourcing,1,35,5,3,0,91,no_promoted
45537,Sales & Marketing,region_2,Master's & above,m,sourcing,1,44,3,5,0,,no_promoted
38964,Procurement,region_22,Bachelor's,f,sourcing,1,31,3,5,0,67,no_promoted
28765,Operations,region_11,Bachelor's,m,sourcing,1,25,2,3,0,64,no_promoted
35659,Procurement,region_2,Master's & above,m,sourcing,1,41,4,11,0,67,no_promoted
26902,Finance,region_6,Bachelor's,f,sourcing,1,26,,1,0,58,no_promoted
65396,Analytics,region_19,Bachelor's,m,sourcing,2,25,3,3,0,84,no_promoted
45077,Operations,region_7,Bachelor's,f,other,1,30,4,7,0,,no_promoted
74729,Operations,region_24,Bachelor's,f,other,1,32,5,3,0,,no_promoted
40675,Technology,region_9,Bachelor's,m,other,1,27,3,5,0,77,no_promoted
23128,Technology,region_2,Bachelor's,f,other,1,30,3,2,0,77,promoted
45394,Analytics,region_26,Master's & above,m,other,1,39,3,6,0,84,no_promoted
31566,Analytics,region_23,Bachelor's,m,sourcing,3,30,3,4,0,85,no_promoted
77329,Operations,region_2,Bachelor's,f,sourcing,1,40,4,7,0,,no_promoted
45277,Sales & Marketing,region_22,Bachelor's,m,referred,1,29,5,5,0,50,no_promoted
77894,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,27,4,2,0,50,no_promoted
70257,Operations,region_19,Bachelor's,f,other,1,40,5,7,0,,no_promoted
20815,Sales & Marketing,region_15,,m,other,1,31,3,4,0,47,no_promoted
3391,Operations,region_32,Master's & above,f,sourcing,1,42,4,5,0,64,no_promoted
59481,Sales & Marketing,region_2,Bachelor's,m,other,2,53,2,10,0,48,no_promoted
49118,Technology,region_27,Master's & above,f,sourcing,1,36,4,4,0,79,no_promoted
59941,R&D,region_22,Master's & above,m,sourcing,1,28,,1,0,85,promoted
32100,Technology,region_7,Master's & above,m,sourcing,1,44,3,7,0,81,no_promoted
74319,Sales & Marketing,region_22,Bachelor's,m,other,2,32,5,8,0,51,no_promoted
3206,Analytics,region_5,Bachelor's,m,other,1,36,3,8,0,81,no_promoted
20130,Technology,region_2,Bachelor's,f,sourcing,1,33,3,3,0,85,no_promoted
19552,Technology,region_6,Bachelor's,f,other,1,28,,1,0,82,no_promoted
50298,Procurement,region_22,Bachelor's,m,sourcing,2,28,,1,0,69,no_promoted
42495,Analytics,region_10,Master's & above,m,sourcing,1,35,3,9,0,83,no_promoted
18143,Technology,region_5,Bachelor's,m,other,1,31,5,5,0,83,no_promoted
14869,Sales & Marketing,region_19,Bachelor's,m,other,1,31,1,4,0,49,no_promoted
34921,Procurement,region_6,Bachelor's,f,other,1,29,,1,0,70,no_promoted
85,Operations,region_22,Master's & above,f,sourcing,1,40,5,5,0,59,no_promoted
67902,Technology,region_22,Bachelor's,f,other,1,29,3,3,0,82,no_promoted
60337,Technology,region_7,Bachelor's,m,sourcing,3,30,3,6,0,82,no_promoted
58574,Sales & Marketing,region_7,Bachelor's,m,other,1,32,5,7,0,47,no_promoted
16038,Legal,region_22,Bachelor's,m,sourcing,1,32,3,4,0,57,no_promoted
7972,Analytics,region_32,,m,sourcing,1,30,5,4,0,82,promoted
2523,Operations,region_22,Bachelor's,m,other,1,47,3,20,0,,no_promoted
14355,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,41,3,14,0,46,no_promoted
20733,Procurement,region_14,Master's & above,f,other,1,35,5,9,0,71,no_promoted
22004,Operations,region_13,Bachelor's,m,sourcing,1,37,5,9,0,60,no_promoted
64895,Sales & Marketing,region_32,Bachelor's,m,other,1,37,3,2,0,55,no_promoted
36400,Operations,region_7,Master's & above,f,other,1,35,5,4,0,59,no_promoted
34850,Analytics,region_2,Bachelor's,m,other,1,32,1,6,0,88,no_promoted
70333,Finance,region_26,Bachelor's,m,other,2,31,4,2,0,59,no_promoted
27895,Sales & Marketing,region_28,,m,other,1,27,2,2,0,52,no_promoted
29152,Operations,region_22,Bachelor's,f,other,1,34,5,6,0,74,promoted
53991,Operations,region_22,Bachelor's,m,other,1,35,5,4,0,60,no_promoted
47902,Sales & Marketing,region_20,Master's & above,m,other,1,36,5,8,0,46,no_promoted
9117,Operations,region_15,Master's & above,f,sourcing,1,44,4,13,0,59,no_promoted
11473,Finance,region_31,Bachelor's,f,sourcing,1,26,3,2,0,64,no_promoted
16162,Analytics,region_22,Master's & above,m,other,1,35,3,7,0,84,no_promoted
76352,Analytics,region_15,Bachelor's,f,sourcing,2,28,5,5,0,81,no_promoted
31678,Analytics,region_2,Bachelor's,m,other,1,38,1,9,0,85,no_promoted
10457,Technology,region_2,Master's & above,f,other,1,49,3,18,0,82,no_promoted
44443,Operations,region_16,Master's & above,m,other,1,44,4,16,0,89,promoted
49360,HR,region_2,Below Secondary,m,sourcing,1,20,,1,0,50,no_promoted
43418,Finance,region_13,Bachelor's,m,other,1,38,3,10,0,63,no_promoted
2447,Sales & Marketing,region_2,Bachelor's,m,other,1,56,5,5,0,51,no_promoted
1734,Sales & Marketing,region_2,Bachelor's,m,other,1,41,2,12,0,51,no_promoted
69665,Procurement,region_2,Bachelor's,m,other,1,52,3,20,0,68,no_promoted
16717,Operations,region_2,Master's & above,m,sourcing,1,54,4,14,0,59,no_promoted
13517,Sales & Marketing,region_7,,m,other,1,23,1,2,0,49,no_promoted
67955,Procurement,region_5,Bachelor's,m,sourcing,3,36,2,4,0,66,no_promoted
33842,HR,region_2,Master's & above,m,sourcing,1,42,5,4,0,63,promoted
66264,Operations,region_2,Bachelor's,m,other,1,26,3,1,0,62,no_promoted
20851,Operations,region_22,Master's & above,m,other,1,34,5,6,0,,no_promoted
68966,Procurement,region_7,Master's & above,m,other,1,55,3,7,0,67,no_promoted
58156,Procurement,region_10,Bachelor's,f,other,1,34,3,10,0,70,no_promoted
36192,Sales & Marketing,region_15,Bachelor's,f,other,1,33,3,3,0,50,no_promoted
222,Procurement,region_13,Master's & above,m,other,1,34,4,5,0,71,no_promoted
72524,Sales & Marketing,region_8,Bachelor's,m,other,1,34,3,10,0,51,no_promoted
18765,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,28,,1,0,53,no_promoted
55043,Procurement,region_2,Below Secondary,m,sourcing,1,26,3,4,0,67,no_promoted
20107,Operations,region_19,Bachelor's,m,sourcing,1,36,2,3,0,59,no_promoted
10004,Operations,region_19,Master's & above,m,other,2,50,3,15,0,56,no_promoted
30079,Procurement,region_6,Bachelor's,m,sourcing,1,25,3,3,0,73,no_promoted
51204,Analytics,region_2,Bachelor's,m,other,1,33,5,9,0,83,no_promoted
54201,Technology,region_2,Bachelor's,m,sourcing,1,50,5,16,0,84,no_promoted
77784,Finance,region_2,Bachelor's,m,other,2,29,,1,0,54,no_promoted
22981,Sales & Marketing,region_2,Bachelor's,m,other,1,59,5,23,0,52,no_promoted
75032,Operations,region_29,Master's & above,m,other,1,37,5,8,0,60,no_promoted
63953,Operations,region_7,Below Secondary,m,other,1,26,3,4,0,64,no_promoted
43283,Sales & Marketing,region_26,Bachelor's,m,other,2,37,1,13,0,49,no_promoted
44302,Sales & Marketing,region_2,,m,other,1,34,3,9,0,48,no_promoted
26413,Analytics,region_20,Bachelor's,m,other,2,28,2,2,0,87,promoted
25766,Operations,region_24,Master's & above,f,sourcing,1,38,3,4,0,59,no_promoted
9203,Finance,region_26,Bachelor's,m,other,1,36,1,8,0,,no_promoted
4673,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,29,5,4,0,,promoted
43752,Sales & Marketing,region_2,Master's & above,m,sourcing,1,31,5,4,0,48,no_promoted
66358,Technology,region_2,Master's & above,f,other,2,31,4,7,0,81,no_promoted
47290,Finance,region_2,Bachelor's,m,sourcing,1,30,4,2,0,62,no_promoted
7873,Analytics,region_9,Master's & above,m,other,1,27,,1,0,88,no_promoted
1856,Sales & Marketing,region_2,Master's & above,f,sourcing,1,56,2,12,0,49,no_promoted
35084,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,33,5,7,0,44,promoted
24921,Procurement,region_15,Bachelor's,m,other,1,29,3,4,0,73,no_promoted
43746,Procurement,region_27,Bachelor's,f,sourcing,1,30,3,4,0,72,no_promoted
69141,Sales & Marketing,region_15,,m,other,1,31,3,5,0,,no_promoted
45256,Procurement,region_10,Bachelor's,m,other,3,30,1,3,0,67,no_promoted
25580,Analytics,region_2,Bachelor's,m,sourcing,2,32,5,5,0,85,no_promoted
15785,Sales & Marketing,region_9,Bachelor's,m,sourcing,2,33,3,6,0,52,no_promoted
76700,Sales & Marketing,region_22,Bachelor's,m,other,1,26,,1,0,50,no_promoted
58530,Analytics,region_22,Bachelor's,f,sourcing,2,29,5,4,0,84,no_promoted
36744,Operations,region_26,Bachelor's,m,sourcing,1,28,3,2,0,58,no_promoted
24882,Sales & Marketing,region_1,Bachelor's,m,other,1,38,1,7,0,49,no_promoted
38249,Analytics,region_9,Bachelor's,m,other,2,29,5,5,0,83,no_promoted
49670,Technology,region_2,Master's & above,f,other,2,34,3,3,0,82,no_promoted
17768,Technology,region_5,Bachelor's,m,other,1,36,3,7,0,85,no_promoted
20510,Sales & Marketing,region_15,Bachelor's,f,other,1,30,3,5,0,46,no_promoted
57292,Operations,region_27,Bachelor's,f,other,1,26,,1,0,57,no_promoted
